Site ID,Sample_ID,Taxon,Order,FFG,Count,Life Stage,Comments,Body Length (mm),Dry mass (mg),Subsample,Area Sampled (m^2),Area of Subsample,Biomass (mg/m^2),Biomass (g/m^2),Dry mass regression/value source,as...,Reference,Calories per mg dry mass,as ... (Order),Calories per prey item
LO703_REF,ORSU16EH006,Parorthocladius,Diptera,CG,1,Pupa,,2.3,0.033564592,0.63,1.125,0.7125,0.047108199,4.71082E-05,(-5.26)+2.24*lnL,Diptera (pupae),"Burgherr, P. and E. Meyer 1997",4.823,Insecta aquatic,0.161882029
LO703_MANIP_SHADE,ORSU16EH004,Pedicia,Diptera,SH,1,Larva,,12,2.739309034,1,1.125,1.125,2.434941364,0.002434941,(0.0042*L^2.596)*1.03,Hexatoma spp.,"Benke, A. C. et al. 1999",4.276,Diptera aquatic,11.71328543
LO703_MANIP_SUN,ORSU16EH005,Potthastia Gaedii Gr.,Diptera,CG,21,Larva,,3,21,1,1.125,1.125,18.66666667,0.018666667,mean value,Diamesa spp.,"Meyer, E. 1989",113.904,Chironomidae,2391.984
LO703_MANIP_SUN,ORSU16EH005,Potthastia Gaedii Gr.,Diptera,CG,21,Larva,,4.1,21,1,1.125,1.125,18.66666667,0.018666667,mean value,Diamesa spp.,"Meyer, E. 1989",113.904,Chironomidae,2391.984
LO703_MANIP_SUN,ORSU16EH005,Potthastia Gaedii Gr.,Diptera,CG,21,Larva,,5.1,21,1,1.125,1.125,18.66666667,0.018666667,mean value,Diamesa spp.,"Meyer, E. 1989",113.904,Chironomidae,2391.984
LO703_MANIP_SUN,ORSU16EH005,Potthastia Gaedii Gr.,Diptera,CG,21,Larva,,7.4,21,1,1.125,1.125,18.66666667,0.018666667,mean value,Diamesa spp.,"Meyer, E. 1989",113.904,Chironomidae,2391.984
LO703_MANIP_SUN,ORSU16EH005,Potthastia Gaedii Gr.,Diptera,CG,21,Larva,,9.8,21,1,1.125,1.125,18.66666667,0.018666667,mean value,Diamesa spp.,"Meyer, E. 1989",113.904,Chironomidae,2391.984
LO701_MANIP_SHADE,ORSU16EH001,Rheocricotopus,Diptera,CG,1,Larva,,3.4,0.087174711,1,1.125,1.125,0.077488632,7.74886E-05,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",5.424,Chironomidae,0.472835633
LO701_REF,ORSU16EH003,Rheocricotopus,Diptera,CG,1,Larva,,4.3,0.150316359,1,1.125,1.125,0.133614541,0.000133615,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",5.424,Chironomidae,0.815315929
MR404_REF,ORSU16EH009,Rheopelopia,Diptera,CG,1,Pupa,,3.8,0.10335376,1,1.125,1.125,0.091870009,0.00009187,(-5.26)+2.24*lnL,Diptera (pupae),"Burgherr, P. and E. Meyer 1997",4.823,Insecta aquatic,0.498475185
LO701_MANIP_SHADE,ORSU16EH001,Rheotanytarsus,Diptera,CG,2,Larva,,3.9,0.065545704,1,1.125,1.125,0.058262848,5.82628E-05,0.0076*L^2.601,Tanytarsini,"Benke, A. C. et al. 1999",10.848,Chironomidae,0.711039794
LO701_REF,ORSU16EH003,Rheotanytarsus,Diptera,CG,1,Pupa,,3.9,0.109545803,1,1.125,1.125,0.097374047,0.000097374,(-5.26)+2.24*lnL,Diptera (pupae),"Burgherr, P. and E. Meyer 1997",4.823,Insecta aquatic,0.528339409
LO703_MANIP_SHADE,ORSU16EH004,Rheotanytarsus,Diptera,CG,8,Larva,,2.3,0.062083117,1,1.125,1.125,0.055184993,0.000055185,0.0076*L^2.601,Tanytarsini,"Benke, A. C. et al. 1999",43.392,Chironomidae,2.693910596
LO703_MANIP_SHADE,ORSU16EH004,Rheotanytarsus,Diptera,CG,8,Larva,,2.9,0.116842734,1,1.125,1.125,0.103860208,0.00010386,0.0076*L^2.601,Tanytarsini,"Benke, A. C. et al. 1999",43.392,Chironomidae,5.070039935
LO703_MANIP_SHADE,ORSU16EH004,Rheotanytarsus,Diptera,CG,8,Larva,,3.7,0.227108965,1,1.125,1.125,0.201874636,0.000201875,0.0076*L^2.601,Tanytarsini,"Benke, A. C. et al. 1999",43.392,Chironomidae,9.85471219
LO703_MANIP_SHADE,ORSU16EH004,Rheotanytarsus,Diptera,CG,8,Larva,,4.7,0.43617717,1,1.125,1.125,0.38771304,0.000387713,0.0076*L^2.601,Tanytarsini,"Benke, A. C. et al. 1999",43.392,Chironomidae,18.92659976
LO703_MANIP_SHADE,ORSU16EH004,Rheotanytarsus,Diptera,CG,1,Pupa,,3.3,0.075349825,1,1.125,1.125,0.066977622,6.69776E-05,(-5.26)+2.24*lnL,Diptera (pupae),"Burgherr, P. and E. Meyer 1997",4.823,Insecta aquatic,0.363412208
LO703_MANIP_SUN,ORSU16EH005,Rheotanytarsus,Diptera,CG,6,Larva,,3.2,0.114627911,1,1.125,1.125,0.101891476,0.000101891,0.0076*L^2.601,Tanytarsini,"Benke, A. C. et al. 1999",32.544,Chironomidae,3.730450739
LO703_MANIP_SUN,ORSU16EH005,Rheotanytarsus,Diptera,CG,6,Larva,,4.4,0.273262564,1,1.125,1.125,0.242900057,0.0002429,0.0076*L^2.601,Tanytarsini,"Benke, A. C. et al. 1999",32.544,Chironomidae,8.89305688
LO703_MANIP_SUN,ORSU16EH005,Rheotanytarsus,Diptera,CG,2,Pupa,,3.5,0.171930703,1,1.125,1.125,0.152827292,0.000152827,(-5.26)+2.24*lnL,Diptera (pupae),"Burgherr, P. and E. Meyer 1997",9.646,Insecta aquatic,1.658443564
LO703_REF,ORSU16EH006,Rheotanytarsus,Diptera,CG,9,Larva,,3.2,0.171941867,0.63,1.125,0.7125,0.241321919,0.000241322,0.0076*L^2.601,Tanytarsini,"Benke, A. C. et al. 1999",48.816,Chironomidae,8.393514163
LO703_REF,ORSU16EH006,Rheotanytarsus,Diptera,CG,9,Larva,,3.9,0.294955667,0.63,1.125,0.7125,0.413972866,0.000413973,0.0076*L^2.601,Tanytarsini,"Benke, A. C. et al. 1999",48.816,Chironomidae,14.39855583
LO703_REF,ORSU16EH006,Rheotanytarsus,Diptera,CG,1,Pupa,,3.4,0.080560805,0.63,1.125,0.7125,0.113067796,0.000113068,(-5.26)+2.24*lnL,Diptera (pupae),"Burgherr, P. and E. Meyer 1997",4.823,Insecta aquatic,0.388544764
MR404_MANIP_SHADE,ORSU16EH007,Rheotanytarsus,Diptera,CG,2,Larva,,2.9,0.029210684,1,1.125,1.125,0.025965052,2.59651E-05,0.0076*L^2.601,Tanytarsini,"Benke, A. C. et al. 1999",10.848,Chironomidae,0.316877496
MR404_REF,ORSU16EH009,Rheotanytarsus,Diptera,CG,2,Larva,,2.7,0.024037004,1,1.125,1.125,0.021366226,2.13662E-05,0.0076*L^2.601,Tanytarsini,"Benke, A. C. et al. 1999",10.848,Chironomidae,0.260753417
MR404_REF,ORSU16EH009,Rheotanytarsus,Diptera,CG,1,Pupa,,2.7,0.048069085,1,1.125,1.125,0.042728076,4.27281E-05,(-5.26)+2.24*lnL,Diptera (pupae),"Burgherr, P. and E. Meyer 1997",4.823,Insecta aquatic,0.231837197
LO703_MANIP_SHADE,ORSU16EH004,Simulium,Diptera,CF,1,Larva,,3.4,0.014932845,1,1.125,1.125,0.01327364,1.32736E-05,0.00025*L^3.342,Simulium tuberosum,"Benke, A. C. et al. 1999",4.276,Diptera aquatic,0.063852844
LO703_REF,ORSU16EH006,Simulium,Diptera,CF,1,Larva,,3,0.009828319,0.63,1.125,0.7125,0.013794132,1.37941E-05,0.00025*L^3.342,Simulium tuberosum,"Benke, A. C. et al. 1999",4.276,Diptera aquatic,0.042025892
MR404_REF,ORSU16EH009,Simulium,Diptera,CF,6,Larva,,2.5,0.032063193,1,1.125,1.125,0.028500616,2.85006E-05,0.00025*L^3.342,Simulium tuberosum,"Benke, A. C. et al. 1999",25.656,Diptera aquatic,0.822613277
MR404_REF,ORSU16EH009,Simulium,Diptera,CF,6,Larva,,3,0.058969914,1,1.125,1.125,0.052417701,5.24177E-05,0.00025*L^3.342,Simulium tuberosum,"Benke, A. C. et al. 1999",25.656,Diptera aquatic,1.512932106
MR404_REF,ORSU16EH009,Simulium,Diptera,CF,6,Larva,,4,0.154232447,1,1.125,1.125,0.137095508,0.000137096,0.00025*L^3.342,Simulium tuberosum,"Benke, A. C. et al. 1999",25.656,Diptera aquatic,3.95698767
MR404_REF,ORSU16EH009,Simulium,Diptera,CF,1,Pupa,,3,0.4929,1,1.125,1.125,0.438133333,0.000438133,mean value,Simuliidae pupa,"Meyer, E. 1989",4.276,Diptera aquatic,2.1076404
LO701_MANIP_SHADE,ORSU16EH001,Stempellinella,Diptera,CG,1,Larva,,3.3,0.02077763,1,1.125,1.125,0.018469004,0.000018469,0.0076*L^2.601,Tanytarsini,"Benke, A. C. et al. 1999",5.424,Chironomidae,0.112697867
LO701_REF,ORSU16EH003,Stempellinella,Diptera,CG,2,Larva,,1.9,0.009216368,1,1.125,1.125,0.008192327,8.19233E-06,0.0076*L^2.601,Tanytarsini,"Benke, A. C. et al. 1999",10.848,Chironomidae,0.09997916
LO703_MANIP_SHADE,ORSU16EH004,Stempellinella,Diptera,CG,2,Larva,,2.2,0.013748302,1,1.125,1.125,0.012220713,1.22207E-05,0.0076*L^2.601,Tanytarsini,"Benke, A. C. et al. 1999",10.848,Chironomidae,0.149141578
LO703_REF,ORSU16EH006,Stempellinella,Diptera,CG,2,Larva,,2.1,0.012109723,0.63,1.125,0.7125,0.016996102,1.69961E-05,0.0076*L^2.601,Tanytarsini,"Benke, A. C. et al. 1999",10.848,Chironomidae,0.131366278
MR404_REF,ORSU16EH009,Stempellinella,Diptera,CG,1,Larva,,2,0.005300292,1,1.125,1.125,0.004711371,4.71137E-06,0.0076*L^2.601,Tanytarsini,"Benke, A. C. et al. 1999",5.424,Chironomidae,0.028748785
LO701_REF,ORSU16EH003,Synorthocladius,Diptera,CG,1,Larva,,1.1,0.006359024,1,1.125,1.125,0.005652466,5.65247E-06,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",5.424,Chironomidae,0.034491346
LO703_MANIP_SHADE,ORSU16EH004,Synorthocladius,Diptera,CG,1,Larva,,3.1,0.070358822,1,1.125,1.125,0.062541175,6.25412E-05,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",5.424,Chironomidae,0.38162625
LO703_MANIP_SHADE,ORSU16EH004,Synorthocladius,Diptera,CG,1,Pupa,,2.3,0.035202054,1,1.125,1.125,0.031290715,3.12907E-05,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",5.424,Chironomidae,0.190935943
LO703_REF,ORSU16EH006,Synorthocladius,Diptera,CG,1,Larva,,4.2,0.142330437,0.63,1.125,0.7125,0.199762017,0.000199762,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",5.424,Chironomidae,0.772000291
LO703_REF,ORSU16EH006,Synorthocladius,Diptera,CG,3,Pupa,,2.5,0.128144952,0.63,1.125,0.7125,0.179852564,0.000179853,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",16.272,Chironomidae,2.085174665
MR404_REF,ORSU16EH009,Synorthocladius,Diptera,CG,1,Larva,,2.1,0.028504156,1,1.125,1.125,0.025337028,0.000025337,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",5.424,Chironomidae,0.154606545
LO701_REF,ORSU16EH003,Tanypodinae,Diptera,CG,1,Larva,,0.9,0.001997296,1,1.125,1.125,0.001775374,1.77537E-06,0.0026*L^2.503,Tanypodinae,"Benke, A. C. et al. 1999",5.424,Chironomidae,0.010833331
LO703_REF,ORSU16EH006,Tanytarsini,Diptera,CG,1,Pupa,,2.7,0.048069085,0.63,1.125,0.7125,0.067465382,6.74654E-05,(-5.26)+2.24*lnL,Diptera (pupae),"Burgherr, P. and E. Meyer 1997",4.823,Insecta aquatic,0.231837197
MR404_MANIP_SHADE,ORSU16EH007,Tanytarsini,Diptera,CG,1,Pupa,,2.2,0.030383502,1,1.125,1.125,0.027007557,2.70076E-05,(-5.26)+2.24*lnL,Diptera (pupae),"Burgherr, P. and E. Meyer 1997",4.823,Insecta aquatic,0.14653963
LO703_REF,ORSU16EH006,Thaumaleidae,Diptera,SC,1,Pupa,,2.9,0.056413434,0.63,1.125,0.7125,0.079176749,7.91767E-05,(-5.26)+2.24*lnL,Diptera (pupae),"Burgherr, P. and E. Meyer 1997",4.823,Insecta aquatic,0.272081994
LO701_REF,ORSU16EH003,Thienemanniella,Diptera,CG,1,Larva,,2.3,0.035202054,1,1.125,1.125,0.031290715,3.12907E-05,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",5.424,Chironomidae,0.190935943
LO703_MANIP_SHADE,ORSU16EH004,Thienemanniella,Diptera,CG,1,Larva,,2.6,0.046784026,1,1.125,1.125,0.041585801,4.15858E-05,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",5.424,Chironomidae,0.25375656
LO703_MANIP_SHADE,ORSU16EH004,Thienemanniella,Diptera,CG,1,Pupa,,2.1,0.027376772,1,1.125,1.125,0.024334908,2.43349E-05,(-5.26)+2.24*lnL,Diptera (pupae),"Burgherr, P. and E. Meyer 1997",4.823,Insecta aquatic,0.132038173
LO701_MANIP_SHADE,ORSU16EH001,Thienemannimyia Gr.,Diptera,CG,1,Larva,,5.7,0.28906073,1,1.125,1.125,0.256942871,0.000256943,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",5.424,Chironomidae,1.567865399
LO701_MANIP_SUN,ORSU16EH002,Thienemannimyia Gr.,Diptera,CG,3,Larva,,5.4,0.76495204,1,1.125,1.125,0.679957369,0.000679957,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",16.272,Chironomidae,12.4472996
LO701_MANIP_SUN,ORSU16EH002,Thienemannimyia Gr.,Diptera,CG,3,Larva,,6.6,1.218491811,1,1.125,1.125,1.083103832,0.001083104,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",16.272,Chironomidae,19.82729876
LO701_REF,ORSU16EH003,Thienemannimyia Gr.,Diptera,CG,2,Larva,,3.6,0.19907248,1,1.125,1.125,0.176953316,0.000176953,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",10.848,Chironomidae,2.159538263
LO701_REF,ORSU16EH003,Thienemannimyia Gr.,Diptera,CG,2,Larva,,6.4,0.756357234,1,1.125,1.125,0.672317541,0.000672318,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",10.848,Chironomidae,8.204963277
LO703_MANIP_SHADE,ORSU16EH004,Thienemannimyia Gr.,Diptera,CG,2,Larva,,5.1,0.446634466,1,1.125,1.125,0.397008414,0.000397008,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",10.848,Chironomidae,4.845090688
LO703_MANIP_SHADE,ORSU16EH004,Thienemannimyia Gr.,Diptera,CG,2,Larva,,6.1,0.676635287,1,1.125,1.125,0.601453588,0.000601454,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",10.848,Chironomidae,7.340139591
LO703_MANIP_SUN,ORSU16EH005,Thienemannimyia Gr.,Diptera,CG,5,Larva,,3.3,0.406707119,1,1.125,1.125,0.361517439,0.000361517,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",27.12,Chironomidae,11.02989706
LO703_MANIP_SUN,ORSU16EH005,Thienemannimyia Gr.,Diptera,CG,5,Larva,,5.4,1.274920067,1,1.125,1.125,1.133262282,0.001133262,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",27.12,Chironomidae,34.57583221
LO703_REF,ORSU16EH006,Thienemannimyia Gr.,Diptera,CG,2,Larva,,3.9,0.239695187,0.63,1.125,0.7125,0.336414298,0.000336414,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",10.848,Chironomidae,2.600213388
LO703_REF,ORSU16EH006,Thienemannimyia Gr.,Diptera,CG,2,Larva,,6.2,0.702648535,0.63,1.125,0.7125,0.986173382,0.000986173,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",10.848,Chironomidae,7.622331307
MR404_MANIP_SHADE,ORSU16EH007,Thienemannimyia Gr.,Diptera,CG,3,Larva,,3.8,0.338515554,1,1.125,1.125,0.300902715,0.000300903,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",16.272,Chironomidae,5.508325096
MR404_MANIP_SHADE,ORSU16EH007,Thienemannimyia Gr.,Diptera,CG,3,Larva,,4.5,0.501110746,1,1.125,1.125,0.445431774,0.000445432,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",16.272,Chironomidae,8.154074064
MR404_MANIP_SHADE,ORSU16EH007,Thienemannimyia Gr.,Diptera,CG,3,Larva,,5.2,0.700823154,1,1.125,1.125,0.622953915,0.000622954,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",16.272,Chironomidae,11.40379436
MR404_MANIP_SUN,ORSU16EH008,Thienemannimyia Gr.,Diptera,CG,6,Larva,,4.5,1.002221493,1,1.125,1.125,0.890863549,0.000890864,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",32.544,Chironomidae,32.61629626
MR404_MANIP_SUN,ORSU16EH008,Thienemannimyia Gr.,Diptera,CG,6,Larva,,5.8,1.805774954,1,1.125,1.125,1.605133292,0.001605133,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",32.544,Chironomidae,58.76714012
MR404_REF,ORSU16EH009,Thienemannimyia Gr.,Diptera,CG,5,Larva,,4.9,1.017616967,1,1.125,1.125,0.904548415,0.000904548,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",27.12,Chironomidae,27.59777216
MR404_REF,ORSU16EH009,Thienemannimyia Gr.,Diptera,CG,5,Larva,,5.8,1.504812462,1,1.125,1.125,1.337611077,0.001337611,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",27.12,Chironomidae,40.81051397
LO703_REF,ORSU16EH006,Tvetenia,Diptera,CG,1,Pupa,,1.8,0.01938302,0.63,1.125,0.7125,0.027204239,2.72042E-05,(-5.26)+2.24*lnL,Diptera (pupae),"Burgherr, P. and E. Meyer 1997",4.823,Insecta aquatic,0.093484304
LO701_REF,ORSU16EH003,Tvetenia Bavarica Gr.,Diptera,CG,2,Larva,,2.2,0.063505311,1,1.125,1.125,0.056449165,5.64492E-05,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",10.848,Chironomidae,0.688905609
LO703_MANIP_SHADE,ORSU16EH004,Tvetenia Bavarica Gr.,Diptera,CG,1,Larva,,2.6,0.046784026,1,1.125,1.125,0.041585801,4.15858E-05,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",5.424,Chironomidae,0.25375656
LO703_REF,ORSU16EH006,Tvetenia Bavarica Gr.,Diptera,CG,2,Larva,,1.3,0.018738637,0.63,1.125,0.7125,0.026299841,2.62998E-05,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",10.848,Chironomidae,0.203276736
MR404_MANIP_SHADE,ORSU16EH007,Tvetenia Bavarica Gr.,Diptera,CG,1,Larva,,2.3,0.035202054,1,1.125,1.125,0.031290715,3.12907E-05,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",5.424,Chironomidae,0.190935943
MR404_REF,ORSU16EH009,Tvetenia Bavarica Gr.,Diptera,CG,1,Larva,,1.3,0.009369319,1,1.125,1.125,0.008328284,8.32828E-06,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",5.424,Chironomidae,0.050819184
LO703_MANIP_SUN,ORSU16EH005,Wiedemannia,Diptera,P,2,Larva,,3.5,0.289698882,1,1.125,1.125,0.257510117,0.00025751,(-5.3506)+2.7288*lnL,Empididae,"Meyer, E. 1989",8.552,Diptera aquatic,2.477504842
LO701_REF,ORSU16EH003,Zavrelimyia,Diptera,CG,1,Larva,,3.2,0.04779294,1,1.125,1.125,0.042482613,4.24826E-05,0.0026*L^2.503,Tanypodinae,"Benke, A. C. et al. 1999",5.424,Chironomidae,0.259228905
LO703_MANIP_SHADE,ORSU16EH004,Zavrelimyia,Diptera,CG,3,Larva,,4.3,0.300376634,1,1.125,1.125,0.267001452,0.000267001,0.0026*L^2.503,Tanypodinae,"Benke, A. C. et al. 1999",16.272,Chironomidae,4.887728596
LO703_MANIP_SHADE,ORSU16EH004,Zavrelimyia,Diptera,CG,3,Larva,,5,0.438143652,1,1.125,1.125,0.389461024,0.000389461,0.0026*L^2.503,Tanypodinae,"Benke, A. C. et al. 1999",16.272,Chironomidae,7.1294735
LO703_MANIP_SUN,ORSU16EH005,Zavrelimyia,Diptera,CG,1,Larva,,4.4,0.106056038,1,1.125,1.125,0.094272034,0.000094272,0.0026*L^2.503,Tanypodinae,"Benke, A. C. et al. 1999",5.424,Chironomidae,0.575247948
MR404_MANIP_SHADE,ORSU16EH007,Zavrelimyia,Diptera,CG,2,Larva,,2.9,0.074711169,1,1.125,1.125,0.066409928,6.64099E-05,0.0026*L^2.503,Tanypodinae,"Benke, A. C. et al. 1999",10.848,Chironomidae,0.810466762
MR404_REF,ORSU16EH009,Zavrelimyia,Diptera,CG,2,Larva,,2.2,0.037418581,1,1.125,1.125,0.033260961,0.000033261,0.0026*L^2.503,Tanypodinae,"Benke, A. C. et al. 1999",10.848,Chironomidae,0.405916766
MR404_REF,ORSU16EH009,Zavrelimyia,Diptera,CG,2,Larva,,4,0.167093479,1,1.125,1.125,0.148527537,0.000148528,0.0026*L^2.503,Tanypodinae,"Benke, A. C. et al. 1999",10.848,Chironomidae,1.812630062
MR404_REF,ORSU16EH009,Cernosvitoviella,Enchytraeidae,,1,Unknown,,0.9,0.1272,1,1.125,1.125,0.113066667,0.000113067,mean value,Enchytraeidae,"Meyer, E. 1989",5.575,Oligochaeta,0.70914
LO701_MANIP_SHADE,ORSU16EH001,Ameletus,Ephemeroptera,CG,2,Larva,,4.5,0.755152573,1,1.125,1.125,0.671246732,0.000671247,0.0077*L^2.588,Ameletus,"Benke, A. C. et al. 1999",10.938,Ephemeroptera,8.259858843
LO701_MANIP_SHADE,ORSU16EH001,Ameletus,Ephemeroptera,CG,2,Larva,,5,0.99187077,1,1.125,1.125,0.881662907,0.000881663,0.0077*L^2.588,Ameletus,"Benke, A. C. et al. 1999",10.938,Ephemeroptera,10.84908248
LO701_REF,ORSU16EH003,Ameletus,Ephemeroptera,CG,1,Larva,,5.3,0.576655815,1,1.125,1.125,0.512582947,0.000512583,0.0077*L^2.588,Ameletus,"Benke, A. C. et al. 1999",5.469,Ephemeroptera,3.153730651
LO703_MANIP_SHADE,ORSU16EH004,Ameletus,Ephemeroptera,CG,2,Larva,,4.1,0.593478981,1,1.125,1.125,0.527536872,0.000527537,0.0077*L^2.588,Ameletus,"Benke, A. C. et al. 1999",10.938,Ephemeroptera,6.49147309
LO703_MANIP_SUN,ORSU16EH005,Ameletus,Ephemeroptera,CG,1,Larva,,4,0.278369714,1,1.125,1.125,0.247439746,0.00024744,0.0077*L^2.588,Ameletus,"Benke, A. C. et al. 1999",5.469,Ephemeroptera,1.522403964
LO703_REF,ORSU16EH006,Ameletus,Ephemeroptera,CG,1,Larva,,1.7,0.030401327,0.63,1.125,0.7125,0.042668529,4.26685E-05,0.0077*L^2.588,Ameletus,"Benke, A. C. et al. 1999",5.469,Ephemeroptera,0.166264855
MR404_MANIP_SHADE,ORSU16EH007,Ameletus,Ephemeroptera,CG,1,Larva,,3,0.13221494,1,1.125,1.125,0.117524391,0.000117524,0.0077*L^2.588,Ameletus,"Benke, A. C. et al. 1999",5.469,Ephemeroptera,0.723083507
LO701_MANIP_SUN,ORSU16EH002,Baetis,Ephemeroptera,CG,7,Larva,,4.2,1.699387166,1,1.125,1.125,1.51056637,0.001510566,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",38.283,Ephemeroptera,65.05763887
LO701_REF,ORSU16EH003,Baetis,Ephemeroptera,CG,22,Larva,,1.3,0.311579364,1,1.125,1.125,0.276959435,0.000276959,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",120.318,Ephemeroptera,37.48860595
LO701_REF,ORSU16EH003,Baetis,Ephemeroptera,CG,22,Larva,,2.6,1.670953508,1,1.125,1.125,1.485292007,0.001485292,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",120.318,Ephemeroptera,201.0457841
LO701_REF,ORSU16EH003,Baetis,Ephemeroptera,CG,22,Larva,,3,2.363462655,1,1.125,1.125,2.100855693,0.002100856,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",120.318,Ephemeroptera,284.3670997
LO701_REF,ORSU16EH003,Baetis,Ephemeroptera,CG,22,Larva,,4.8,7.3812763,1,1.125,1.125,6.561134489,0.006561134,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",120.318,Ephemeroptera,888.1004018
MR404_REF,ORSU16EH009,Baetis flavistriga complex,Ephemeroptera,CG,4,Larva,,2.5,0.276267562,1,1.125,1.125,0.245571166,0.000245571,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",21.876,Ephemeroptera,6.043629194
MR404_REF,ORSU16EH009,Baetis flavistriga complex,Ephemeroptera,CG,4,Larva,,3,0.429720483,1,1.125,1.125,0.381973763,0.000381974,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",21.876,Ephemeroptera,9.40056528
LO703_REF,ORSU16EH006,Baetis piscatoris complex,Ephemeroptera,CG,13,Larva,,5,4.815140194,0.63,1.125,0.7125,6.7580915,0.006758092,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",71.097,Ephemeroptera,342.3420223
LO701_MANIP_SHADE,ORSU16EH001,Baetis tricaudatus complex,Ephemeroptera,CG,12,Larva,,2,0.482656533,1,1.125,1.125,0.429028029,0.000429028,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",65.628,Ephemeroptera,31.67578295
LO701_MANIP_SHADE,ORSU16EH001,Baetis tricaudatus complex,Ephemeroptera,CG,12,Larva,,2.3,0.677187692,1,1.125,1.125,0.601944615,0.000601945,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",65.628,Ephemeroptera,44.44247385
LO701_MANIP_SHADE,ORSU16EH001,Baetis tricaudatus complex,Ephemeroptera,CG,12,Larva,,3.1,1.395763682,1,1.125,1.125,1.240678828,0.001240679,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",65.628,Ephemeroptera,91.6011789
LO701_MANIP_SHADE,ORSU16EH001,Baetis tricaudatus complex,Ephemeroptera,CG,12,Larva,,4.7,3.825917661,1,1.125,1.125,3.400815699,0.003400816,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",65.628,Ephemeroptera,251.0873243
LO701_MANIP_SHADE,ORSU16EH001,Baetis tricaudatus complex,Ephemeroptera,CG,12,Larva,,6.1,7.196091878,1,1.125,1.125,6.396526114,0.006396526,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",65.628,Ephemeroptera,472.2651178
